num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
1358,11,1369,123.45454545454545
753,21,774,35.857142857142854
534,895,1429,0.5966480446927375
106,24,130,4.416666666666667
325,16,341,20.3125
1780,180,1960,9.88888888888889
104,24,128,4.333333333333333
661,629,1290,1.0508744038155804
985,131,1116,7.519083969465649
608,149,757,4.080536912751678
388,88,476,4.409090909090909
854,430,1284,1.986046511627907
744,492,1236,1.5121951219512195
388,555,943,0.6990990990990991
1108,84,1192,13.19047619047619
867,45,912,19.266666666666666
75,12,87,6.25
522,568,1090,0.9190140845070423
171,66,237,2.590909090909091
1387,12,1399,115.58333333333333
545,367,912,1.4850136239782017
28,321,349,0.08722741433021806
324,138,462,2.347826086956522
244,5,249,48.8
24,16,40,1.5
29,62,91,0.46774193548387094
458,15,473,30.533333333333335
309,85,394,3.635294117647059
86,80,166,1.075
193,19,212,10.157894736842104
1337,447,1784,2.9910514541387023
893,439,1332,2.0341685649202734
475,438,913,1.0844748858447488
786,296,1082,2.6554054054054053
1408,282,1690,4.99290780141844
1740,20,1760,87.0
96,10,106,9.6
1051,15,1066,70.06666666666666
431,63,494,6.841269841269841
146,226,372,0.6460176991150443
1844,180,2024,10.244444444444444
1209,264,1473,4.579545454545454
1174,38,1212,30.894736842105264
10,194,204,0.05154639175257732
1720,23,1743,74.78260869565217
577,56,633,10.303571428571429
380,144,524,2.638888888888889
320,286,606,1.118881118881119
103,448,551,0.22991071428571427
596,211,807,2.824644549763033
29,306,335,0.09477124183006536
280,24,304,11.666666666666666
1150,561,1711,2.049910873440285
466,539,1005,0.8645640074211502
13,200,213,0.065
1224,299,1523,4.093645484949833
384,10,394,38.4
386,19,405,20.31578947368421
16,165,181,0.09696969696969697
448,16,464,28.0
1454,11,1465,132.1818181818182
511,19,530,26.894736842105264
463,346,809,1.3381502890173411
1432,3,1435,477.3333333333333
177,5,182,35.4
511,323,834,1.5820433436532508
652,587,1239,1.110732538330494
1014,332,1346,3.0542168674698793
411,112,523,3.669642857142857
1040,187,1227,5.561497326203209
20,125,145,0.16
1360,13,1373,104.61538461538461
610,663,1273,0.9200603318250377
1185,28,1213,42.32142857142857
254,13,267,19.53846153846154
210,6,216,35.0
1634,2,1636,817.0
642,8,650,80.25
14,836,850,0.01674641148325359
79,1203,1282,0.0656691604322527
1581,384,1965,4.1171875
1211,278,1489,4.356115107913669
1292,185,1477,6.9837837837837835
725,41,766,17.682926829268293
1727,2,1729,863.5
1738,264,2002,6.583333333333333
952,599,1551,1.5893155258764609
1047,43,1090,24.348837209302324
38,141,179,0.2695035460992908
1108,16,1124,69.25
852,11,863,77.45454545454545
249,16,265,15.5625
233,13,246,17.923076923076923
1286,334,1620,3.8502994011976046
256,2,258,128.0
404,56,460,7.214285714285714
1609,265,1874,6.071698113207547
1324,174,1498,7.609195402298851
1388,30,1418,46.266666666666666
1803,107,1910,16.850467289719628
238,301,539,0.7906976744186046
1771,5,1776,354.2
1893,15,1908,126.2
460,18,478,25.555555555555557
31,331,362,0.09365558912386707
937,25,962,37.48
12,12,24,1.0
1037,26,1063,39.88461538461539
331,59,390,5.610169491525424
195,205,400,0.9512195121951219
171,261,432,0.6551724137931034
1225,2,1227,612.5
308,2,310,154.0
406,2,408,203.0
1386,8,1394,173.25
580,2,582,290.0
1562,2,1564,781.0
1736,9,1745,192.88888888888889
1291,349,1640,3.6991404011461317
809,6,815,134.83333333333334
768,2,770,384.0
1572,2,1574,786.0
1510,2,1512,755.0
508,438,946,1.1598173515981736
1799,14,1813,128.5
1012,5,1017,202.4
1242,2,1244,621.0
1487,514,2001,2.8929961089494163
299,2,301,149.5
449,6,455,74.83333333333333
946,9,955,105.11111111111111
1071,7,1078,153.0
1597,10,1607,159.7
540,15,555,36.0
485,170,655,2.8529411764705883
626,274,900,2.2846715328467155
1126,7,1133,160.85714285714286
1622,20,1642,81.1
1993,14,2007,142.35714285714286
540,33,573,16.363636363636363
193,212,405,0.910377358490566
10,211,221,0.04739336492890995
380,4,384,95.0
2,768,770,0.0026041666666666665
94,4,98,23.5
2011,5,2016,402.2
666,41,707,16.24390243902439
675,101,776,6.683168316831683
212,91,303,2.32967032967033
1864,90,1954,20.711111111111112
1650,42,1692,39.285714285714285
1692,44,1736,38.45454545454545
964,65,1029,14.830769230769231
662,157,819,4.2165605095541405
16,288,304,0.05555555555555555
19,48,67,0.3958333333333333
223,379,602,0.5883905013192612
24,164,188,0.14634146341463414
1134,167,1301,6.790419161676646
657,41,698,16.024390243902438
646,21,667,30.761904761904763
196,401,597,0.48877805486284287
1162,182,1344,6.384615384615385
487,12,499,40.583333333333336
291,166,457,1.7530120481927711
94,38,132,2.473684210526316
1061,293,1354,3.621160409556314
388,289,677,1.342560553633218
1637,343,1980,4.772594752186589
218,210,428,1.0380952380952382
231,229,460,1.0087336244541485
477,10,487,47.7
1391,20,1411,69.55
648,18,666,36.0
425,56,481,7.589285714285714
509,358,867,1.4217877094972067
68,251,319,0.27091633466135456
355,132,487,2.6893939393939394
1495,338,1833,4.423076923076923
330,41,371,8.048780487804878
1577,186,1763,8.478494623655914
1767,16,1783,110.4375
1420,9,1429,157.77777777777777
1100,398,1498,2.763819095477387
1098,421,1519,2.6080760095011875
1068,231,1299,4.623376623376624
1325,409,1734,3.23960880195599
400,23,423,17.391304347826086
304,3,307,101.33333333333333
1220,488,1708,2.5
341,322,663,1.0590062111801242
1689,180,1869,9.383333333333333
1548,19,1567,81.47368421052632
1592,14,1606,113.71428571428571
811,13,824,62.38461538461539
975,230,1205,4.239130434782608
1869,18,1887,103.83333333333333
78,22,100,3.5454545454545454
139,1273,1412,0.10919088766692851
774,102,876,7.588235294117647
1980,21,2001,94.28571428571429
800,860,1660,0.9302325581395349
162,385,547,0.42077922077922075
1033,124,1157,8.330645161290322
1655,184,1839,8.994565217391305
1608,329,1937,4.887537993920972
329,21,350,15.666666666666666
1669,254,1923,6.570866141732283
903,78,981,11.576923076923077
915,236,1151,3.8771186440677967
1285,13,1298,98.84615384615384
602,41,643,14.682926829268293
1549,122,1671,12.69672131147541
233,3,236,77.66666666666667
1920,27,1947,71.11111111111111
901,123,1024,7.32520325203252
1448,425,1873,3.407058823529412
1401,31,1432,45.193548387096776
183,22,205,8.318181818181818
450,21,471,21.428571428571427
13,132,145,0.09848484848484848
705,30,735,23.5
29,580,609,0.05
1625,175,1800,9.285714285714286
921,494,1415,1.8643724696356276
631,380,1011,1.6605263157894736
796,23,819,34.608695652173914
1680,282,1962,5.957446808510638
366,20,386,18.3
104,28,132,3.7142857142857144
25,179,204,0.13966480446927373
304,519,823,0.5857418111753372
1089,10,1099,108.9
824,2,826,412.0
14,398,412,0.035175879396984924
1266,39,1305,32.46153846153846
1264,208,1472,6.076923076923077
1434,17,1451,84.3529411764706
1252,642,1894,1.9501557632398754
1948,19,1967,102.52631578947368
1785,236,2021,7.563559322033898
15,258,273,0.05813953488372093
176,122,298,1.4426229508196722
482,28,510,17.214285714285715
1077,8,1085,134.625
274,296,570,0.9256756756756757
674,185,859,3.6432432432432433
235,330,565,0.7121212121212122
146,173,319,0.8439306358381503
266,129,395,2.062015503875969
1160,696,1856,1.6666666666666667
1042,656,1698,1.5884146341463414
1105,438,1543,2.5228310502283104
661,624,1285,1.0592948717948718
503,58,561,8.672413793103448
428,388,816,1.1030927835051547
1345,303,1648,4.438943894389439
1420,382,1802,3.717277486910995
471,17,488,27.705882352941178
505,427,932,1.1826697892271663
844,284,1128,2.971830985915493
337,216,553,1.5601851851851851
429,23,452,18.652173913043477
676,289,965,2.339100346020761
61,213,274,0.2863849765258216
1478,2,1480,739.0
1053,484,1537,2.175619834710744
1652,2,1654,826.0
1424,2,1426,712.0
854,8,862,106.75
855,6,861,142.5
1029,217,1246,4.741935483870968
698,26,724,26.846153846153847
1946,57,2003,34.14035087719298
693,15,708,46.2
605,180,785,3.361111111111111
356,1141,1497,0.31200701139351444
946,17,963,55.64705882352941
806,977,1783,0.8249744114636642
332,12,344,27.666666666666668
795,163,958,4.877300613496932
681,265,946,2.569811320754717
182,4,186,45.5
1090,729,1819,1.49519890260631
318,158,476,2.0126582278481013
975,877,1852,1.1117445838084379
745,983,1728,0.757884028484232
1194,2,1196,597.0
809,169,978,4.78698224852071
774,2,776,387.0
54,5,59,10.8
289,172,461,1.680232558139535
1799,4,1803,449.75
1114,7,1121,159.14285714285714
602,59,661,10.203389830508474
655,63,718,10.396825396825397
705,21,726,33.57142857142857
733,15,748,48.86666666666667
124,11,135,11.272727272727273
643,1044,1687,0.6159003831417624
1449,13,1462,111.46153846153847
377,11,388,34.27272727272727
1446,26,1472,55.61538461538461
1486,558,2044,2.663082437275986
292,210,502,1.3904761904761904
26,133,159,0.19548872180451127
1730,4,1734,432.5
554,132,686,4.196969696969697
1230,134,1364,9.17910447761194
1424,411,1835,3.464720194647202
9,121,130,0.0743801652892562
1512,11,1523,137.45454545454547
759,309,1068,2.4563106796116503
399,356,755,1.1207865168539326
1478,7,1485,211.14285714285714
717,237,954,3.0253164556962027
647,355,1002,1.8225352112676056
727,13,740,55.92307692307692
1559,19,1578,82.05263157894737
387,13,400,29.76923076923077
1139,13,1152,87.61538461538461
1599,144,1743,11.104166666666666
869,144,1013,6.034722222222222
1206,12,1218,100.5
103,754,857,0.13660477453580902
710,35,745,20.285714285714285
885,527,1412,1.6793168880455407
677,17,694,39.8235294117647
363,15,378,24.2
392,6,398,65.33333333333333
386,52,438,7.423076923076923
1091,537,1628,2.031657355679702
827,420,1247,1.9690476190476192
1072,18,1090,59.55555555555556
181,14,195,12.928571428571429
1359,246,1605,5.524390243902439
1490,21,1511,70.95238095238095
1652,28,1680,59.0
796,556,1352,1.4316546762589928
18,607,625,0.029654036243822075
306,14,320,21.857142857142858
117,36,153,3.25
8,640,648,0.0125
1513,6,1519,252.16666666666666
57,57,114,1.0
1076,27,1103,39.851851851851855
742,769,1511,0.9648894668400521
815,2,817,407.5
576,34,610,16.941176470588236
1505,27,1532,55.74074074074074
802,4,806,200.5
871,418,1289,2.083732057416268
1447,38,1485,38.078947368421055
382,32,414,11.9375
1046,763,1809,1.3709043250327655
573,79,652,7.253164556962025
1798,2,1800,899.0
913,558,1471,1.636200716845878
1358,2,1360,679.0
1053,13,1066,81.0
2003,26,2029,77.03846153846153
1206,766,1972,1.5744125326370757
769,24,793,32.041666666666664
770,24,794,32.083333333333336
1622,24,1646,67.58333333333333
437,774,1211,0.5645994832041343
1874,55,1929,34.07272727272727
559,52,611,10.75
1131,94,1225,12.03191489361702
350,49,399,7.142857142857143
931,23,954,40.47826086956522
775,61,836,12.704918032786885
1561,63,1624,24.77777777777778
860,63,923,13.65079365079365
753,480,1233,1.56875
815,80,895,10.1875
1374,80,1454,17.175
783,80,863,9.7875
810,80,890,10.125
1350,80,1430,16.875
777,80,857,9.7125
785,80,865,9.8125
781,80,861,9.7625
1305,80,1385,16.3125
1227,80,1307,15.3375
821,80,901,10.2625
786,80,866,9.825
650,717,1367,0.9065550906555091
1953,40,1993,48.825
1239,58,1297,21.362068965517242
1048,20,1068,52.4
1102,11,1113,100.18181818181819
1432,18,1450,79.55555555555556
1309,11,1320,119.0
1403,459,1862,3.056644880174292
1356,141,1497,9.617021276595745
276,66,342,4.181818181818182
92,177,269,0.519774011299435
902,17,919,53.05882352941177
40,391,431,0.10230179028132992
732,477,1209,1.5345911949685536
1390,31,1421,44.83870967741935
963,416,1379,2.3149038461538463
743,54,797,13.75925925925926
1494,20,1514,74.7
1034,82,1116,12.609756097560975
24,27,51,0.8888888888888888
1053,419,1472,2.513126491646778
1052,8,1060,131.5
1047,12,1059,87.25
629,514,1143,1.2237354085603114
302,6,308,50.333333333333336
768,12,780,64.0
693,382,1075,1.8141361256544504
529,41,570,12.902439024390244
525,41,566,12.804878048780488
657,41,698,16.024390243902438
386,41,427,9.414634146341463
867,50,917,17.34
882,12,894,73.5
980,427,1407,2.2950819672131146
301,56,357,5.375
1743,16,1759,108.9375
336,46,382,7.304347826086956
1301,11,1312,118.27272727272727
299,620,919,0.482258064516129
592,341,933,1.7360703812316716
965,4,969,241.25
926,192,1118,4.822916666666667
634,15,649,42.266666666666666
484,528,1012,0.9166666666666666
327,9,336,36.333333333333336
22,330,352,0.06666666666666667
28,10,38,2.8
498,161,659,3.093167701863354
1110,355,1465,3.1267605633802815
840,776,1616,1.0824742268041236
191,34,225,5.617647058823529
140,5,145,28.0
871,190,1061,4.58421052631579
891,188,1079,4.73936170212766
674,13,687,51.84615384615385
234,91,325,2.5714285714285716
1227,257,1484,4.77431906614786
627,251,878,2.49800796812749
827,33,860,25.060606060606062
598,14,612,42.714285714285715
1676,110,1786,15.236363636363636
292,135,427,2.162962962962963
256,5,261,51.2
374,316,690,1.1835443037974684
1155,23,1178,50.21739130434783
704,337,1041,2.0890207715133533
341,846,1187,0.4030732860520095
1186,752,1938,1.577127659574468
752,3,755,250.66666666666666
399,208,607,1.9182692307692308
19,215,234,0.08837209302325581
752,44,796,17.09090909090909
7,255,262,0.027450980392156862
1208,395,1603,3.0582278481012657
1596,304,1900,5.25
1835,9,1844,203.88888888888889
291,229,520,1.2707423580786026
1642,10,1652,164.2
489,14,503,34.92857142857143
16,775,791,0.02064516129032258
861,202,1063,4.262376237623762
30,22,52,1.3636363636363635
1236,145,1381,8.524137931034483
1650,226,1876,7.300884955752212
1036,48,1084,21.583333333333332
1073,312,1385,3.4391025641025643
375,33,408,11.363636363636363
771,714,1485,1.0798319327731092
12,472,484,0.025423728813559324
185,416,601,0.44471153846153844
649,74,723,8.77027027027027
383,10,393,38.3
721,10,731,72.1
386,303,689,1.273927392739274
1011,89,1100,11.359550561797754
551,2,553,275.5
144,217,361,0.663594470046083
1131,20,1151,56.55
254,14,268,18.142857142857142
1333,16,1349,83.3125
285,14,299,20.357142857142858
507,220,727,2.3045454545454547
275,3,278,91.66666666666667
317,21,338,15.095238095238095
670,1126,1796,0.5950266429840142
566,555,1121,1.0198198198198198
631,4,635,157.75
283,24,307,11.791666666666666
1164,38,1202,30.63157894736842
603,9,612,67.0
1185,359,1544,3.3008356545961
1329,513,1842,2.590643274853801
27,74,101,0.36486486486486486
538,383,921,1.4046997389033942
1281,30,1311,42.7
375,31,406,12.096774193548388
1621,77,1698,21.051948051948052
652,263,915,2.4790874524714828
1695,30,1725,56.5
855,28,883,30.535714285714285
1134,42,1176,27.0
717,19,736,37.73684210526316
649,54,703,12.018518518518519
502,326,828,1.539877300613497
528,61,589,8.655737704918034
783,53,836,14.773584905660377
273,110,383,2.481818181818182
1483,67,1550,22.134328358208954
1283,317,1600,4.047318611987381
1313,245,1558,5.359183673469388
269,322,591,0.8354037267080745
356,289,645,1.231833910034602
1781,55,1836,32.38181818181818
991,60,1051,16.516666666666666
538,46,584,11.695652173913043
724,56,780,12.928571428571429
631,369,1000,1.7100271002710028
809,48,857,16.854166666666668
670,577,1247,1.1611785095320624
42,343,385,0.12244897959183673
1776,57,1833,31.157894736842106
684,26,710,26.307692307692307
1519,198,1717,7.671717171717172
1199,353,1552,3.396600566572238
1504,54,1558,27.85185185185185
1590,399,1989,3.9849624060150375
1291,58,1349,22.25862068965517
1532,311,1843,4.92604501607717
475,276,751,1.7210144927536233
1155,43,1198,26.86046511627907
931,43,974,21.651162790697676
725,58,783,12.5
1508,219,1727,6.885844748858448
1919,55,1974,34.89090909090909
1182,411,1593,2.875912408759124
687,32,719,21.46875
1255,253,1508,4.9604743083003955
1657,44,1701,37.65909090909091
1075,39,1114,27.564102564102566
751,303,1054,2.4785478547854787
1077,40,1117,26.925
1094,275,1369,3.978181818181818
1396,57,1453,24.49122807017544
1263,645,1908,1.958139534883721
1074,488,1562,2.2008196721311477
1111,54,1165,20.574074074074073
1235,778,2013,1.5874035989717223
1250,319,1569,3.9184952978056424
574,445,1019,1.2898876404494382
706,27,733,26.14814814814815
710,39,749,18.205128205128204
359,19,378,18.894736842105264
256,55,311,4.654545454545454
707,319,1026,2.2163009404388716
5,611,616,0.008183306055646482
1876,50,1926,37.52
819,241,1060,3.3983402489626555
234,138,372,1.6956521739130435
21,2,23,10.5
1322,299,1621,4.421404682274248
289,314,603,0.9203821656050956
1087,38,1125,28.605263157894736
10,597,607,0.01675041876046901
1120,29,1149,38.62068965517241
1066,7,1073,152.28571428571428
781,299,1080,2.612040133779264
144,18,162,8.0
178,10,188,17.8
339,99,438,3.4242424242424243
924,51,975,18.11764705882353
620,65,685,9.538461538461538
249,27,276,9.222222222222221
11,454,465,0.024229074889867842
1181,361,1542,3.2714681440443214
654,5,659,130.8
1305,13,1318,100.38461538461539
856,805,1661,1.0633540372670807
819,10,829,81.9
542,11,553,49.27272727272727
358,300,658,1.1933333333333334
846,126,972,6.714285714285714
361,19,380,19.0
232,24,256,9.666666666666666
842,305,1147,2.760655737704918
373,196,569,1.903061224489796
1233,33,1266,37.36363636363637
1327,348,1675,3.8132183908045976
1600,40,1640,40.0
584,130,714,4.492307692307692
319,78,397,4.089743589743589
1337,382,1719,3.5
1611,20,1631,80.55
733,21,754,34.904761904761905
635,20,655,31.75
956,12,968,79.66666666666667
874,9,883,97.11111111111111
1305,28,1333,46.607142857142854
1811,59,1870,30.694915254237287
13,255,268,0.050980392156862744
1857,9,1866,206.33333333333334
1582,11,1593,143.8181818181818
563,13,576,43.30769230769231
1127,18,1145,62.611111111111114
413,120,533,3.441666666666667
425,25,450,17.0
426,252,678,1.6904761904761905
411,215,626,1.9116279069767441
717,18,735,39.833333333333336
1425,32,1457,44.53125
938,453,1391,2.0706401766004414
424,14,438,30.285714285714285
870,10,880,87.0
1516,341,1857,4.44574780058651
366,265,631,1.381132075471698
809,23,832,35.17391304347826
967,880,1847,1.0988636363636364
1490,6,1496,248.33333333333334
108,35,143,3.085714285714286
15,421,436,0.035629453681710214
1149,11,1160,104.45454545454545
107,10,117,10.7
849,312,1161,2.7211538461538463
236,520,756,0.45384615384615384
321,33,354,9.727272727272727
